indice_tiempo,precio_futuro_londres_marzo,precio_futuro_londres_mayo,precio_futuro_londres_agosto,precio_futuro_londres_octubre,precio_futuro_londres_diciembre,precio_futuro_nueva_york_marzo,precio_futuro_nueva_york_mayo,precio_futuro_nueva_york_julio,precio_futuro_nueva_york_octubre
2017-03-03,,541.90,532.50,,,,19.52,19.33,19.31
2017-03-04,,,,,,,,,
2017-03-05,,,,,,,,,
2017-03-06,,534.00,525.90,,,,19.15,19.04,19.10
2017-03-07,,520.30,512.80,,,,18.40,18.41,18.55
2017-03-08,,520.70,512.50,,,,18.40,18.38,18.51
2017-03-09,,509.90,502.20,,,,18.00,18.02,18.18
2017-03-10,,512.40,504.80,,,,18.22,18.19,18.29
2017-03-11,,,,,,,,,
2017-03-12,,,,,,,,,
2017-03-13,,513.10,505.70,,,,18.18,18.15,18.24
2017-03-14,,512.60,504.80,,,,18.16,18.09,18.17
2017-03-15,,513.80,505.20,,,,18.23,18.17,18.23
2017-03-16,,510.30,502.30,,,,18.25,18.17,18.22
2017-03-17,,509.50,501.60,,,,18.17,18.10,18.17
2017-03-18,,,,,,,,,
2017-03-19,,,,,,,,,
2017-03-20,,495.70,491.20,,,,17.70,17.69,17.80
2017-03-21,,485.90,482.30,,,,17.29,17.32,17.48
2017-03-22,,488.30,483.30,,,,17.30,17.29,17.42
2017-03-23,,498.80,492.00,,,,17.60,17.59,17.72
2017-03-24,,501.00,493.70,,,,17.71,17.69,17.81
2017-03-25,,,,,,,,,
2017-03-26,,,,,,,,,
2017-03-27,,497.90,492.70,,,,17.70,17.68,17.79
2017-03-28,,495.30,490.60,,,,17.56,17.60,17.77
2017-03-29,,485.30,482.50,,,,17.12,17.22,17.47
2017-03-30,,479.00,476.70,,,,16.81,16.94,17.19
2017-03-31,,477.20,475.00,,,,16.76,16.88,17.11
2017-04-01,,,,,,,,,
2017-04-02,,,,,,,,,
2017-04-03,,473.40,470.70,,,,16.54,16.68,16.98
2017-04-04,,464.30,462.10,,,,16.16,16.33,16.65
2017-04-05,,464.20,459.70,,,,16.10,16.24,16.52
2017-04-06,,473.60,466.10,,,,16.45,16.49,16.73
2017-04-07,,484.00,472.70,,,,16.77,16.74,16.88
2017-04-08,,,,,,,,,
2017-04-09,,,,,,,,,
2017-04-10,,478.80,471.80,,,,16.63,16.62,16.80
2017-04-11,,484.20,473.20,,,,16.72,16.76,16.93
2017-04-12,,479.70,472.60,,,,16.70,16.74,16.87
2017-04-13,,478.30,470.30,,,,16.60,16.57,16.65
2017-04-14,,,,,,,,,
2017-04-15,,,,,,,,,
2017-04-16,,,,,,,,,
2017-04-17,,470.30,455.50,,,,16.47,16.52,16.63
2017-04-18,,475.90,462.20,,,,16.70,16.83,16.95
2017-04-19,,469.30,457.00,,,,16.42,16.52,16.71
2017-04-20,,467.90,454.80,,,,16.33,16.41,16.58
2017-04-21,,471.39,456.60,,,,16.41,16.51,16.64
2017-04-22,,,,,,,,,
2017-04-23,,,,,,,,,
2017-04-24,,469.29,454.20,,,,16.24,16.32,16.52
2017-04-25,,469.00,453.20,,,,16.18,16.28,16.48
2017-04-26,,453.30,439.40,,,,15.38,15.57,15.85
2017-04-27,,446.40,435.80,,,,15.18,15.43,15.68
2017-04-28,,,459.50,447.70,,16.86,,16.13,16.32
2017-04-29,,,,,,,,,
2017-04-30,,,,,,,,,
2017-05-01,,,459.50,447.70,,16.96,,16.18,16.40
2017-05-02,,,452.60,441.00,,16.79,,15.88,16.15
2017-05-03,,,450.20,438.10,,16.55,,15.77,16.02
2017-05-04,,,442.50,431.40,,16.26,,15.37,15.63
2017-05-05,,,441.30,430.10,,16.21,,15.31,15.59
2017-05-06,,,,,,,,,
2017-05-07,,,,,,,,,
2017-05-08,,,442.80,430.80,,16.32,,15.38,15.68
2017-05-09,,,445.50,433.20,,16.39,,15.44,15.76
2017-05-10,,,453.50,441.00,,16.72,,15.84,16.14
2017-05-11,,,447.60,436.00,,16.55,,15.63,15.96
2017-05-12,,,442.00,432.10,,16.42,,15.51,15.82
2017-05-13,,,,,,,,,
2017-05-14,,,,,,,,,
2017-05-15,,,439.10,432.40,,16.47,,15.61,15.89
2017-05-16,,,448.00,437.80,,16.71,,15.88,16.15
2017-05-17,,,459.20,447.30,,17.08,,16.30,16.54
2017-05-18,,,455.30,441.60,,16.72,,16.03,16.24
2017-05-19,,,464.60,449.00,,17.08,,16.38,16.59
2017-05-20,,,,,,,,,
2017-05-21,,,,,,,,,
2017-05-22,,,466.90,451.10,,17.18,,16.51,16.72
2017-05-23,,,453.30,440.60,,16.69,,15.87,16.13
2017-05-24,,,451.40,436.70,,16.52,,15.67,15.94
2017-05-25,,,450.90,436.60,,16.54,,15.66,15.96
2017-05-26,,,439.20,424.90,,15.99,,15.05,15.37
2017-05-27,,,,,,,,,
2017-05-28,,,,,,,,,
2017-05-29,,,439.20,424.90,,,,,
2017-05-30,,,438.40,423.30,,15.87,,15.02,15.28
2017-05-31,,,434.80,419.90,,15.73,,14.87,15.13
2017-06-01,,,422.10,406.00,,15.18,,14.23,14.53
2017-06-02,,,410.30,394.90,,14.74,,13.74,14.04
2017-06-03,,,,,,,,,
2017-06-04,,,,,,,,,
2017-06-05,,,412.90,398.30,,14.83,,13.89,14.16
2017-06-06,,,413.90,398.00,,14.87,,13.98,14.22
2017-06-07,,,,,,,,,
2017-06-08,,,420.30,405.60,,15.13,,14.34,14.53
2017-06-09,,,416.90,404.00,,15.07,,14.27,14.47
2017-06-10,,,,,,,,,
2017-06-11,,,,,,,,,
2017-06-12,,,410.20,399.10,,14.86,,14.02,14.21
2017-06-13,,,405.90,395.00,,14.66,,13.79,14.02
2017-06-14,,,401.60,390.20,,14.54,,13.62,13.85
2017-06-15,,,399.30,386.60,,14.41,,13.47,13.68
2017-06-16,,,399.50,385.80,,14.31,,13.44,13.63
2017-06-17,,,,,,,,,
2017-06-18,,,,,,,,,
2017-06-19,,,402.60,385.70,,14.33,,13.46,13.67
2017-06-20,,,407.50,390.60,,14.45,,13.61,13.82
2017-06-21,,,397.20,378.90,,13.94,,13.06,13.26
2017-06-22,,,392.50,375.10,,13.78,,12.84,13.06
2017-06-23,,,395.50,377.30,,13.89,,12.97,13.17
2017-06-24,,,,,,,,,
2017-06-25,,,,,,,,,
2017-06-26,,,386.80,370.60,,13.62,,12.61,12.85
2017-06-27,,,388.90,371.60,,13.65,,12.65,12.89
2017-06-28,,,386.80,369.30,,13.51,,12.55,12.76
2017-06-29,,,399.70,384.20,,14.19,,13.30,13.50
2017-06-30,,,403.70,387.70,,14.47,,13.68,13.81
2017-07-01,,,,,,,,,
2017-07-02,,,,,,,,,
2017-07-03,,,409.10,390.50,,14.64,,13.92,14.61
2017-07-04,,,412.10,388.90,,,,,
2017-07-05,,,412.70,386.90,,14.48,,13.72,14.43
2017-07-06,,,415.90,389.10,,14.66,,13.92,14.62
2017-07-07,,,418.20,400.90,,14.93,,14.14,14.33
2017-07-08,,,,,,,,,
2017-07-09,,,,,,,,,
2017-07-10,,,405.00,383.50,,14.19,14.29,,14.34
2017-07-11,,,402.20,381.70,,13.44,14.19,,14.25
2017-07-12,,,406.40,383.30,,14.25,14.31,,13.49
2017-07-13,,,418.20,397.80,,14.87,14.92,,14.14
2017-07-14,,,418.00,399.00,,15.03,15.07,,14.30
2017-07-15,,,,,,,,,
2017-07-16,,,,,,,,,
2017-07-17,,,,394.30,394.50,14.84,14.92,,14.09
2017-07-18,,,,390.00,391.30,14.84,14.91,,14.10
2017-07-19,,,,398.60,399.70,15.21,15.29,,14.50
2017-07-20,,,,395.50,396.70,15.15,15.26,,14.41
2017-07-21,,,,395.35,395.35,15.15,15.30,,14.40
2017-07-22,,,,,,,,,
2017-07-23,,,,,,,,,
2017-07-24,,,,393.30,397.60,15.16,15.32,,14.40
2017-07-25,,,,382.00,387.00,14.70,14.89,,13.90
2017-07-26,,,,389.20,393.30,15.00,15.20,,14.23
2017-07-27,,,,393.00,398.20,15.13,15.29,,14.43
2017-07-28,,,,389.80,397.10,15.09,15.27,,14.37
2017-07-29,,,,,,,,,
2017-07-30,,,,,,,,,
2017-07-31,,,,402.30,408.70,15.60,15.72,,14.91
2017-08-01,,,,399.30,405.90,15.56,15.67,,14.88
2017-08-02,,,,397.10,402.50,15.50,15.64,,14.79
2017-08-03,,,,388.80,394.10,15.05,15.22,,14.31
2017-08-04,,,,386.90,391.40,14.88,15.05,,14.14
2017-08-05,,,,,,,,,
2017-08-06,,,,,,,,,
2017-08-07,,,,382.10,386.40,14.88,15.09,,14.14
2017-08-08,,,,380.50,386.10,14.66,14.87,,13.87
2017-08-09,,,,377.90,383.70,14.50,14.78,,13.64
2017-08-10,,,,366.50,373.10,14.14,14.49,,13.24
2017-08-11,,,,364.40,370.20,14.05,14.35,,13.20
2017-08-12,,,,,,,,,
2017-08-13,,,,,,,,,
2017-08-14,,,,370.50,375.40,14.30,14.55,,13.50
2017-08-15,,,,363.10,368.50,13.95,14.24,,13.13
2017-08-16,,,,361.00,366.50,13.79,14.07,,12.94
2017-08-17,,,,369.60,373.80,14.10,14.34,,13.29
2017-08-18,,,,370.60,374.50,14.17,14.41,,13.41
2017-08-19,,,,,,,,,
2017-08-20,,,,,,,,,
2017-08-21,,,,372.40,375.90,14.26,14.51,,13.52
2017-08-22,,,,373.40,377.40,14.26,14.51,,13.51
2017-08-23,,,,374.60,377.70,14.39,14.63,,13.67
2017-08-24,,,,382.60,384.30,14.68,14.88,,14.02
2017-08-25,,,,384.70,384.80,14.69,14.93,,14.03
2017-08-26,,,,,,,,,
2017-08-27,,,,,,,,,
2017-08-28,,,,384.70,384.80,14.84,15.03,,14.31
2017-08-29,,,,378.20,379.10,14.48,14.71,,13.82
2017-08-30,,,,379.60,381.00,14.53,14.77,,13.91
2017-08-31,,,,386.90,390.00,14.98,15.19,,14.40
2017-09-01,,,,371.40,375.00,14.36,14.61,,13.75
2017-09-02,,,,,,,,,
2017-09-03,,,,,,,,,
2017-09-04,,,,374.10,376.60,,,,
2017-09-05,,,,377.50,378.50,14.63,14.84,,14.03
2017-09-06,,,,380.60,382.10,14.85,15.03,,14.29
2017-09-07,,,,376.60,378.00,14.64,14.83,,14.03
2017-09-08,,,,374.30,375.70,14.64,14.79,,14.09
2017-09-09,,,,,,,,,
2017-09-10,,,,,,,,,
2017-09-11,,,,377.00,378.30,14.84,14.95,,14.29
2017-09-12,,,,365.50,369.10,14.54,14.66,,14.02
2017-09-13,,,,369.00,372.30,14.80,14.88,,14.33
2017-09-14,,,,374.10,373.90,14.85,14.97,,14.27
2017-09-15,,,,369.20,383.60,15.17,15.23,,14.55
2017-09-16,,,,,,,,,
2017-09-17,,,,,,,,,
2017-09-18,385.80,,,,376.90,14.92,15.07,,14.31
2017-09-19,375.00,,,,365.00,14.37,14.52,,13.76
2017-09-20,379.60,,,,371.00,14.70,14.85,,14.07
2017-09-21,378.50,,,,370.10,14.73,14.91,,14.05
2017-09-22,376.00,,,,368.10,14.64,14.79,,13.98
2017-09-23,,,,,,,,,
2017-09-24,,,,,,,,,
2017-09-25,370.50,,,,362.20,14.35,14.53,,13.74
2017-09-26,362.50,,,,355.60,13.91,14.10,,13.21
2017-09-27,362.60,,,,356.20,13.83,14.01,,13.08
2017-09-28,364.70,,,,358.70,13.95,14.10,,13.23
2017-09-29,367.10,,,,362.20,14.10,14.22,,13.54
2017-09-30,,,,,,,,,
2017-10-01,,,,,,,,,
2017-10-02,373.20,,,,369.10,14.31,14.42,14.56,
2017-10-03,368.80,,,,365.50,14.04,14.15,14.27,
2017-10-04,375.40,,,,375.70,14.25,14.35,14.44,
2017-10-05,376.80,,,,377.60,14.39,14.49,14.58,
2017-10-06,371.80,,,,371.90,13.98,14.11,14.28,
2017-10-07,,,,,,,,,
2017-10-08,,,,,,,,,
2017-10-09,372.00,,,,371.70,14.00,14.11,14.29,
2017-10-10,374.40,,,,372.80,14.17,14.24,14.40,
2017-10-11,377.80,,,,376.50,14.30,14.38,14.56,
2017-10-12,377.40,,,,375.60,14.28,14.36,14.55,
2017-10-13,377.90,,,,374.80,14.41,14.48,14.64,
2017-10-14,,,,,,,,,
2017-10-15,,,,,,,,,
2017-10-16,372.90,,,,369.00,14.18,14.28,14.44,
2017-10-17,370.80,,,,368.30,14.03,14.15,14.32,
2017-10-18,372.60,,,,370.30,14.08,14.17,14.31,
2017-10-19,373.70,,,,371.80,14.13,14.22,14.34,
2017-10-20,370.50,,,,368.80,14.00,14.11,14.24,
2017-10-21,,,,,,,,,
2017-10-22,,,,,,,,,
2017-10-23,369.10,,,,368.10,13.88,14.00,14.14,
2017-10-24,376.00,,,,374.80,14.28,14.36,14.46,
2017-10-25,374.90,,,,374.10,14.18,14.28,14.39,
2017-10-26,373.60,,,,373.40,14.11,14.22,14.34,
2017-10-27,381.50,,,,380.90,14.63,14.67,14.71,
2017-10-28,,,,,,,,,
2017-10-29,,,,,,,,,
2017-10-30,383.70,,,,383.50,14.73,14.79,14.84,
2017-10-31,384.80,,,,384.40,14.74,14.82,14.91,
2017-11-01,382.60,,,,382.40,14.61,14.69,14.78,
2017-11-02,374.00,,,,374.80,14.23,14.36,14.51,
2017-11-03,377.50,,,,385.10,14.38,14.48,14.60,
2017-11-04,,,,,,,,,
2017-11-05,,,,,,,,,
2017-11-06,380.00,,,,382.90,14.56,14.65,14.75,
2017-11-07,382.90,,,,386.20,14.72,14.76,14.82,
2017-11-08,388.10,,,,393.70,14.84,14.91,14.96,
2017-11-09,389.60,,,,395.70,14.88,14.90,14.95,
2017-11-10,389.30,,,,396.20,14.96,14.96,14.99,
2017-11-11,,,,,,,,,
2017-11-12,,,,,,,,,
2017-11-13,394.00,,,,401.10,15.13,15.04,15.01,
2017-11-14,392.80,,,,400.20,15.10,15.10,15.08,
2017-11-15,390.80,,,,392.40,15.09,15.09,15.09,
2017-11-16,393.90,398.20,,,,15.26,15.22,15.20,
2017-11-17,393.80,398.20,,,,15.37,15.33,15.29,
2017-11-18,,,,,,,,,
2017-11-19,,,,,,,,,
2017-11-20,388.80,392.80,,,,14.98,14.99,15.02,
2017-11-21,386.50,390.90,,,,14.88,14.90,14.93,
2017-11-22,393.10,396.80,,,,15.28,15.21,15.18,
2017-11-23,394.80,398.60,,,,,,,
2017-11-24,397.10,399.70,,,,15.45,15.36,15.31,
2017-11-25,,,,,,,,,
2017-11-26,,,,,,,,,
2017-11-27,394.80,397.80,,,,15.39,15.33,15.31,
2017-11-28,389.40,392.20,,,,15.04,15.02,15.04,
2017-11-29,398.30,391.90,,,,15.07,15.03,15.05,
2017-11-30,390.40,392.90,,,,15.08,15.03,15.03,
2017-12-01,388.90,391.10,,,,14.98,14.94,14.93,
2017-12-02,,,,,,,,,
2017-12-03,,,,,,,,,
2017-12-04,386.40,390.00,,,,15.06,15.00,14.97,
2017-12-05,383.00,386.60,,,,14.90,14.87,14.85,
2017-12-06,375.30,378.80,,,,14.45,14.46,14.49,
2017-12-07,371.20,373.90,,,,14.31,14.24,14.27,
2017-12-08,366.80,368.80,,,,14.05,13.97,14.03,
2017-12-09,,,,,,,,,
2017-12-10,,,,,,,,,
2017-12-11,365.50,366.50,,,,13.95,13.87,13.95,
2017-12-12,361.90,362.60,,,,13.77,13.69,13.75,
2017-12-13,363.90,363.60,,,,13.85,13.70,13.73,
2017-12-14,361.50,361.80,,,,13.77,13.62,13.68,
2017-12-15,360.50,360.60,,,,13.66,13.52,13.57,
2017-12-16,,,,,,,,,
2017-12-17,,,,,,,,,
2017-12-18,362.00,362.20,,,,13.76,13.64,13.71,
2017-12-19,377.20,376.80,,,,14.41,14.23,14.29,
2017-12-20,381.30,380.30,,,,14.57,14.40,14.48,
2017-12-21,386.90,384.90,,,,14.77,14.61,14.68,
2017-12-22,385.50,383.30,,,,14.60,14.54,14.61,
2017-12-23,,,,,,,,,
2017-12-24,,,,,,,,,
2017-12-25,,,,,,,,,
2017-12-26,385.50,383.30,,,,14.70,14.64,14.70,
2017-12-27,393.00,391.80,,,,14.93,14.82,14.86,
2017-12-28,392.10,392.30,,,,15.00,14.87,14.91,
2017-12-29,393.00,393.20,,,,15.16,15.02,15.04,
2017-12-30,,,,,,,,,
2017-12-31,,,,,,,,,
2018-01-01,,,,,,,,,
2018-01-02,398.60,396.20,,,,15.33,15.19,15.17,
2018-01-03,399.30,397.20,,,,15.31,15.21,15.21,
2018-01-04,398.70,396.70,,,,15.25,15.16,15.19,
2018-01-05,396.70,394.80,,,,15.08,15.02,15.08,
2018-01-06,,,,,,,,,
2018-01-07,,,,,,,,,
2018-01-08,390.90,390.30,,,,14.78,14.78,14.86,
2018-01-09,389.60,389.20,,,,14.73,14.77,14.86,
2018-01-10,387.60,388.80,,,,14.65,14.72,14.83,
2018-01-11,376.90,379.50,,,,14.18,14.32,14.46,
2018-01-12,375.00,378.30,,,,14.18,14.32,14.45,
2018-01-13,,,,,,,,,
2018-01-14,,,,,,,,,
2018-01-15,371.40,373.60,,,,,,,
2018-01-16,363.40,365.90,,,,13.59,13.77,14.00,
2018-01-17,360.90,362.70,,,,13.42,13.58,13.78,
2018-01-18,353.10,355.20,,,,13.08,13.24,13.48,
2018-01-19,353.50,357.00,,,,13.25,13.40,13.64,
2018-01-20,,,,,,,,,
2018-01-21,,,,,,,,,
2018-01-22,352.90,356.00,,,,13.17,13.31,13.56,
2018-01-23,352.00,355.00,,,,13.19,13.36,13.62,
2018-01-24,351.00,353.80,,,,13.16,13.31,13.56,
2018-01-25,353.80,356.20,,,,13.24,13.42,13.68,
2018-01-26,355.60,358.40,,,,13.36,13.52,13.79,
2018-01-27,,,,,,,,,
2018-01-28,,,,,,,,,
2018-01-29,361.40,364.80,,,,13.67,13.76,14.02,
2018-01-30,362.30,365.10,,,,13.72,13.82,14.05,
2018-01-31,352.40,356.50,,,,13.23,13.37,13.67,
2018-02-01,355.60,357.50,,,,13.37,13.49,13.78,
2018-02-02,358.10,360.80,,,,13.63,13.68,13.90,
2018-02-03,,,,,,,,,
2018-02-04,,,,,,,,,
2018-02-05,361.20,364.30,,,,13.90,13.86,14.03,
2018-02-06,357.60,361.90,,,,13.84,13.85,14.05,
2018-02-07,361.00,365.40,,,,14.00,13.98,14.16,
2018-02-08,350.80,357.10,,,,13.58,13.59,13.78,
2018-02-09,,,,,,,,,
2018-02-10,,,,,,,,,
2018-02-11,,,,,,,,,
2018-02-12,356.10,361.00,,,,13.73,13.61,13.74,
2018-02-13,359.50,360.20,,,,13.48,13.44,13.57,
2018-02-14,357.10,357.90,,,,13.40,13.31,13.42,
2018-02-15,361.10,361.70,,,,13.62,13.51,13.60,
2018-02-16,,356.80,356.70,,,13.38,13.28,13.38,
2018-02-17,,,,,,,,,
2018-02-18,,,,,,,,,
2018-02-19,,361.50,360.90,,,,,,
2018-02-20,,357.90,356.50,,,13.36,13.29,13.42,
2018-02-21,,356.70,356.30,,,13.38,13.27,13.43,
2018-02-22,,362.90,362.00,,,13.71,13.58,13.67,
2018-02-23,,361.90,360.50,,,13.68,13.46,13.57,
2018-02-24,,,,,,,,,
2018-02-25,,,,,,,,,
2018-02-26,,359.40,358.20,,,13.66,13.43,13.53,
2018-02-27,,350.50,349.00,,,13.01,12.87,13.03,
2018-02-28,,361.30,358.50,,,13.48,13.38,13.49,
2018-03-01,,368.50,365.40,,,,13.71,13.82,14.11
2018-03-02,,363.20,361.20,,,,13.42,13.60,13.95
2018-03-03,,,,,,,,,
2018-03-04,,,,,,,,,
2018-03-05,,367.10,365.10,,,,13.56,13.75,14.11
2018-03-06,,366.30,363.00,,,,13.45,13.63,14.01
2018-03-07,,354.10,350.10,,,,13.79,12.99,13.37
2018-03-08,,356.70,352.30,,,,13.79,12.99,13.37
2018-03-09,,357.30,352.50,,,,12.84,13.06,13.44
2018-03-10,,,,,,,,,
2018-03-11,,,,,,,,,
2018-03-12,,359.40,354.50,,,,12.93,13.16,13.51
2018-03-13,,353.70,349.60,,,,12.62,12.89,13.27
2018-03-14,,353.90,349.70,,,,12.76,12.97,13.33
2018-03-15,,349.00,,,,,12.74,,
2018-03-16,,348.30,346.10,,,,12.65,12.85,13.23
2018-03-17,,,,,,,,,
2018-03-18,,,,,,,,,
2018-03-19,,356.60,352.30,,,,12.89,13.05,13.40
2018-03-20,,349.80,345.90,,,,12.56,12.75,13.13
2018-03-21,,353.40,348.60,,,,12.67,12.87,13.26
2018-03-22,,356.10,349.70,,,,12.77,12.95,13.33
2018-03-23,,357.20,348.10,,,,12.57,12.76,13.14
2018-03-24,,,,,,,,,
2018-03-25,,,,,,,,,
2018-03-26,,355.20,346.20,,,,12.42,12.61,13.00
2018-03-27,,355.90,346.90,,,,12.54,12.66,13.06
2018-03-28,,347.80,339.60,,,,12.21,12.34,11.78
2018-03-29,,,,,,,,,
2018-03-30,,,,,,,,,
2018-03-31,,,,,,,,,
2018-04-01,,,,,,,,,
2018-04-02,,351.20,342.80,,,,12.52,12.63,12.98
2018-04-03,,354.70,345.90,,,,12.47,12.61,12.96
2018-04-04,,351.20,343.20,,,,12.27,12.43,12.76
2018-04-05,,350.20,343.70,,,,12.35,12.47,12.78
2018-04-06,,348.70,342.40,,,,12.34,12.38,12.66
2018-04-07,,,,,,,,,
2018-04-08,,,,,,,,,
2018-04-09,,347.60,341.10,,,,12.36,12.42,12.69
2018-04-10,,345.60,346.00,,,,12.13,12.19,12.48
2018-04-11,,346.20,335.20,,,,12.06,12.12,12.40
2018-04-12,,349.60,337.60,,,,12.05,12.13,12.39
2018-04-13,,352.60,339.00,,,,12.08,12.20,12.44
2018-04-14,,,,,,,,,
2018-04-15,,,,,,,,,
2018-04-16,,,340.60,336.70,,,11.98,12.17,12.42
2018-04-17,,335.80,330.90,,,,11.65,11.82,12.08
2018-04-18,,,341.10,334.90,,,11.74,11.91,12.14
2018-04-19,,,343.20,337.20,,,11.75,11.95,12.19
2018-04-20,,,342.40,335.20,,,11.64,11.87,12.13
2018-04-21,,,,,,,,,
2018-04-22,,,,,,,,,
2018-04-23,,,329.20,324.10,,,11.21,11.40,11.72
2018-04-24,,,324.50,320.80,,,11.14,11.18,11.69
2018-04-25,,,312.30,311.40,,,10.86,11.12,11.43
2018-04-26,,,321.70,319.70,,,10.97,11.38,11.70
2018-04-27,,,327.60,325.10,,,11.22,11.52,11.79
2018-04-28,,,,,,,,,
2018-04-29,,,,,,,,,
2018-04-30,,,330.40,327.80,,,11.75,11.99,13.04
2018-05-01,,,,,,,,,
2018-05-02,,,323.80,323.50,,,11.75,12.01,13.11
2018-05-03,,,323.50,322.50,,,11.69,11.95,13.05
2018-05-04,,,321.10,319.50,,,11.51,11.79,12.90
2018-05-05,,,,,,,,,
2018-05-06,,,,,,,,,
2018-05-07,,,321.10,319.50,,,11.32,11.68,12.78
2018-05-08,,,327.60,321.90,,12.98,,11.56,11.92
2018-05-09,,,324.30,319.70,,12.76,,11.38,11.69
2018-05-10,,,,,,,,,
2018-05-11,,,320.70,315.70,,12.65,,11.22,11.60
2018-05-12,,,,,,,,,
2018-05-13,,,,,,,,,
2018-05-14,,,321.10,316.60,,12.64,,11.26,11.64
2018-05-15,,,322.40,319.40,,12.73,,11.52,11.85
2018-05-16,,,322.50,320.50,,12.79,,11.60,11.89
2018-05-17,,,326.70,323.80,,12.77,,11.56,11.87
2018-05-18,,,330.20,325.80,,12.85,,11.60,11.97
2018-05-19,,,,,,,,,
2018-05-20,,,,,,,,,
2018-05-21,,,340.00,335.70,,13.11,,12.21,12.39
2018-05-22,,,343.00,338.90,,13.37,,12.15,12.52
2018-05-23,,,349.40,345.80,,13.58,,12.35,12.72
2018-05-24,,,351.40,346.60,,13.55,,12.38,12.70
2018-05-25,,,351.40,347.20,,13.60,,12.46,12.76
2018-05-26,,,,,,,,,
2018-05-27,,,,,,,,,
2018-05-28,,,351.40,347.20,,13.60,,12.46,12.76
2018-05-29,,,350.10,345.70,,13.50,,12.46,12.71
2018-05-30,,,348.90,346.20,,13.60,,12.60,12.82
2018-05-31,,,354.60,351.00,,13.80,,12.79,13.02
2018-06-01,,,353.00,348.50,,13.59,,12.52,12.81
2018-06-02,,,,,,,,,
2018-06-03,,,,,,,,,
2018-06-04,,,337.40,334.30,,13.11,,11.90,12.22
2018-06-05,,,343.70,339.20,,13.17,,12.02,12.33
2018-06-06,,,347.30,343.40,,13.25,,12.20,12.47
2018-06-07,,,335.60,333.30,,12.79,,11.73,12.02
2018-06-08,,,346.50,343.70,,13.19,,12.25,12.52
2018-06-09,,,,,,,,,
2018-06-10,,,,,,,,,
2018-06-11,,,351.00,348.40,,13.33,,12.35,12.64
2018-06-12,,,352.00,349.70,,13.34,,12.35,12.67
2018-06-13,,,353.40,351.20,,13.36,,12.51,12.76
2018-06-14,,,347.50,345.80,,13.22,,12.23,12.56
2018-06-15,,,342.10,341.10,,13.06,,12.02,12.35
2018-06-16,,,,,,,,,
2018-06-17,,,,,,,,,
2018-06-18,,,342.00,340.00,,12.83,,11.82,12.13
2018-06-19,,,338.80,336.20,,12.97,,11.84,12.28
2018-06-20,,,342.10,338.30,,12.84,,11.89,12.19
2018-06-21,,,341.80,338.10,,12.81,,11.87,12.21
2018-06-22,,,344.50,341.90,,12.95,,12.00,12.32
2018-06-23,,,,,,,,,
2018-06-24,,,,,,,,,
2018-06-25,,,345.10,341.30,,13.11,,12.12,12.45
2018-06-26,,,350.00,345.60,,13.11,,12.12,12.45
2018-06-27,,,342.40,337.50,,12.71,,11.72,12.05
2018-06-28,,,350.20,344.00,,12.89,,11.85,12.23
2018-06-29,,,349.50,343.90,,12.95,,11.86,12.25
2018-06-30,,,,,,,,,
2018-07-01,,,,,,,,,
2018-07-02,,,339.70,331.50,,12.33,12.44,,11.56
2018-07-03,,,336.60,328.40,,12.12,12.21,,11.39
2018-07-04,,,341.10,331.60,,12.12,12.21,,11.39
2018-07-05,,,324.90,330.20,,12.14,12.21,,11.48
2018-07-06,,,341.50,332.00,,12.19,12.27,,11.51
2018-07-07,,,,,,,,,
2018-07-08,,,,,,,,,
2018-07-09,,,339.30,330.90,,12.12,12.23,,11.40
2018-07-10,,,339.70,332.10,,12.13,12.24,,11.41
2018-07-11,,,339.70,330.70,,12.03,12.14,,11.29
2018-07-12,,,339.60,329.00,,11.84,11.97,,11.08
2018-07-13,,,339.10,326.70,,11.68,11.80,,10.96
2018-07-14,,,,,,,,,
2018-07-15,,,,,,,,,
2018-07-16,,,345.10,330.30,,11.83,11.96,,11.14
2018-07-17,,,326.30,323.40,,11.83,11.95,,11.13
2018-07-18,,,322.10,320.30,,11.77,11.91,,11.08
2018-07-19,,,,,,11.67,11.79,,10.97
